game_id,game_date,home_team_id,away_team_id,home_team,away_team,home_score,away_score
2025021267,,18,30,NSH,MIN,2,1
2025021268,,25,3,DAL,NYR,2,0
2025021269,,68,12,UTA,CAR,1,4
2025021270,,10,13,TOR,FLA,2,6
2025021271,,8,29,MTL,CBJ,2,5
2025021272,,52,4,WPG,PHI,1,7
2025021273,,55,20,SEA,CGY,4,1
2025021274,,21,54,COL,VGK,2,3
2025021275,,28,23,SJS,VAN,3,4
2025021276,,15,5,WSH,PIT,3,0
2025021277,,2,8,NYI,MTL,1,4
2025021278,,29,6,CBJ,BOS,2,3
2025021279,,1,9,NJD,OTT,4,3
2025021280,,24,23,ANA,VAN,3,4
2025021281,,20,68,CGY,UTA,4,1
2025021282,,14,17,TBL,DET,4,3
2025021283,,13,3,FLA,NYR,3,2
2025021284,,4,12,PHI,CAR,3,2
2025021285,,10,25,TOR,DAL,5,6
2025021286,,19,30,STL,MIN,6,3
2025021287,,18,28,NSH,SJS,2,3
2025021288,,16,7,CHI,BUF,1,5
2025021289,,22,21,EDM,COL,1,2
2025021290,,54,52,VGK,WPG,6,2
2025021291,,55,26,SEA,LAK,3,5
2025021292,,6,1,BOS,NJD,4,0
2025021293,,2,12,NYI,CAR,1,2
2025021294,,4,8,PHI,MTL,4,2
2025021295,,29,15,CBJ,WSH,1,2
2025021296,,30,24,MIN,ANA,3,2
2025021297,,68,52,UTA,WPG,5,3
2025021298,,20,21,CGY,COL,1,3
2025021299,,19,5,STL,PIT,7,5
2025021300,,23,26,VAN,LAK,4,3
2025021301,,7,25,BUF,DAL,3,4
2025021302,,14,3,TBL,NYR,2,4
2025021303,,13,17,FLA,DET,8,1
2025021304,,9,10,OTT,TOR,3,1
2025021305,,16,28,CHI,SJS,5,2
2025021306,,54,55,VGK,SEA,4,1
2025021307,,18,24,NSH,ANA,4,5
2025021308,,52,28,WPG,SJS,1,6
2025021309,,68,19,UTA,STL,3,5
2025021310,,20,26,CGY,LAK,3,1
2025021311,,22,23,EDM,VAN,6,1
2025021312,,21,55,COL,SEA,2,0
